1,61.81859923,135.7002032,191.3789222,224.8720864,176.5563903,231.0072803,183.9812555,145.7001836,172.8567773,228.8437166,170.04953,138.1277171,169.4120747,221.5416321,164.8979581,134.3381499,164.6335181,202.1456095,166.4684647,141.9263577
1,43.57986035,89.98904346,130.5129871,162.9262285,111.8756371,140.5014077,125.0950768,117.2051192,107.2409419,131.0357452,90.75849415,76.36648096,103.2827736,121.2165674,80.089049,65.89301969,101.2407908,115.6341068,87.43585285,74.68689544
1,52.56466122,101.3120013,135.9487061,154.0884053,117.2103748,154.5768218,119.1061476,98.81806685,110.5325382,144.1256731,96.65897412,78.26785876,105.0424559,136.1832381,91.16709904,73.13300365,104.5647191,129.3360805,99.8465703,82.8209612
1,44.49978349,94.40573326,134.9384328,168.7930112,115.5256109,145.0468163,120.2612462,108.6564463,109.3412765,130.5926468,91.60811036,79.73723211,102.3042344,116.0944225,77.309579,65.11253218,96.34347876,104.443006,81.92370186,76.81557283
1,62.08117292,133.2077213,197.7218813,255.0138947,154.9272932,186.0745793,141.1665745,122.7893456,146.7655108,168.0868841,106.7319626,91.4527671,142.7627608,157.9105156,97.02529691,78.93620944,144.6045943,156.4728166,111.3046427,91.16357408
1,48.43394132,94.72506516,137.3673248,176.0618341,104.1459642,135.7106998,106.5614642,92.89915935,98.50634141,127.7101151,86.83650897,73.1155044,94.9742819,119.7744244,78.8099818,63.83131811,94.52310467,111.4835824,81.52177329,66.97304611
1,42.58171709,91.5022155,129.628563,160.1773917,129.2260947,128.3497104,93.72367893,84.2648619,126.1095004,116.4275929,76.94952582,75.98510812,121.6409947,108.2607945,69.87153127,68.02815841,117.5769118,105.2366236,74.1104974,69.43614155
1,54.47206996,110.3237003,153.8940321,185.46666,129.7006942,162.2920943,118.3270248,96.7719186,122.4178918,149.2069894,93.59375543,77.63574592,118.044697,141.1868798,86.53745728,68.62819131,120.5733174,136.6645915,99.12974073,82.5528086
1,48.38726725,103.8907799,153.8596255,187.5649876,115.446902,153.6328853,113.1181475,91.25431803,113.2683769,144.1767389,89.79671259,71.18279131,112.4738329,140.7337296,88.4422878,67.0066264,114.4913648,137.225136,102.5476474,82.07949486
1,37.15453032,74.83307193,108.6286743,136.6987484,83.10569138,108.5439785,81.57820142,71.0500839,80.87448513,103.7672335,66.26468372,53.56129353,81.91102909,102.0603036,65.6583252,52.5699649,87.08124622,102.9267471,79.08631414,66.61864905
1,36.01625281,72.12350193,103.9987324,135.544207,84.11963445,104.9230477,80.30841542,68.4837856,78.65445348,101.073153,68.67399924,55.46947749,74.96629094,95.23493049,64.00267829,49.36353539,73.40864566,90.26225394,70.6945179,58.02349194
1,26.03909537,57.27511914,84.547573,109.516516,77.46134749,85.90370628,61.92878475,51.29388182,69.81272877,75.86080179,47.60275781,40.70034328,64.33089667,69.11491869,42.70792806,33.97348751,62.91960234,68.18705974,49.73685614,41.38450144
1,40.69048306,84.88130034,123.3717055,159.2712102,110.3326207,110.4529481,77.59437315,69.59690957,104.1577256,90.33666113,57.07830954,62.1932078,99.1678062,79.95410134,50.07055409,56.21698471,95.24344373,75.61760243,49.51030661,51.73593175
1,32.86297997,65.13625657,92.49220613,115.5005689,74.24243216,100.2240706,77.83297625,64.74720994,67.0355401,91.91301656,60.82468488,48.51544318,62.74740239,82.84847468,51.70921703,39.15978001,62.32002246,74.23009124,52.59424433,41.88531012
1,55.0565013,111.4300612,156.7836135,196.5173894,146.4514324,164.9936986,124.9199998,110.8448257,137.3589212,145.1337168,97.71503324,91.0823074,129.2845568,129.6127073,82.79542146,77.73461428,122.2947676,117.9899557,80.93205626,74.02712861
1,20.74875808,44.53559659,67.23558597,91.19839363,61.17670087,45.77110406,27.89563385,26.62349843,56.88869344,35.03923473,17.10777358,19.66934759,53.37922367,32.29916664,16.55657453,15.5682539,51.12960986,38.57592912,25.91350461,22.61496132
1,33.58067682,67.74783473,98.10554921,125.0955496,79.55769503,100.51769,77.97794378,68.06767557,72.59507036,90.52665949,59.52017203,51.00534631,68.27047607,82.37178628,52.63367511,43.96362151,67.92425374,76.04550462,56.38981678,49.40551341
1,29.07075893,60.60946029,88.18580213,114.3333737,80.7466303,78.13743264,56.4393667,49.10028557,74.92857539,63.37601442,39.60105694,38.35836141,69.55686003,53.49449903,29.84631647,29.5732596,65.69327052,50.6521484,30.42345126,28.38058522
1,35.81044942,71.69622589,101.5047971,128.8298172,91.64739599,108.2654209,82.29881704,73.0300113,82.26403969,95.14821061,63.41988857,58.84124606,76.08387179,84.38767661,53.13218341,47.54282638,74.84402573,79.47295052,56.31533641,49.97298043
1,31.17064878,57.7526695,80.80554186,99.63140071,61.72845217,86.06305953,68.30542342,58.2956358,55.71264124,80.15755109,54.15372763,43.12455139,52.84115715,73.06109748,47.16363301,36.06064366,53.81688698,66.35796585,48.9323638,39.51966178
2,45.46295686,85.21230427,117.6550978,142.699301,106.2591496,112.3791248,103.8171309,100.2350894,102.9453575,105.4234667,97.26159413,91.47652603,100.0726237,108.4609409,99.58291932,91.09836904,99.15123306,113.7838036,107.6078684,99.12014078
2,50.24107643,92.56131167,128.5229512,157.4558945,112.1991491,126.2326585,117.8763563,113.1463446,106.6269216,117.5798673,109.645212,102.6597345,101.8638358,117.8700834,109.2744728,99.42387137,100.1171244,121.83557,118.1098992,110.3570921
2,41.2484137,75.96723744,104.6843258,127.3030254,98.52329452,105.4794298,97.93065773,92.49942242,97.23285733,102.9432582,95.89647925,87.69252618,94.13075022,103.5533933,95.27354835,85.06265121,92.20133128,104.2117493,94.43030412,82.27773956
2,37.55930291,70.99539524,98.7903911,121.6800302,96.46749284,104.2960408,95.12654167,88.09017727,92.81875455,101.1773724,93.26817954,85.81676238,88.59029498,100.2460834,93.12654064,84.37458873,85.39554763,99.90753334,93.20311187,84.6181869
2,33.53931914,69.2573036,98.49434072,120.0099763,84.08770829,97.83342811,81.13162972,69.76502595,78.77562028,84.96174826,68.78053859,58.77959519,76.16373554,83.07619852,65.65499021,53.20347041,77.07090925,90.58171305,92.43258204,95.79945308
2,41.38066412,80.40819672,109.9772994,131.6379786,103.5758593,117.0111418,102.3029928,93.73004161,102.5804931,106.9076431,93.6269251,87.31294997,99.18525734,102.2114564,87.48816016,78.42063637,96.50805752,96.88889708,80.58370337,70.84799518
2,37.2122171,69.17228491,93.29119513,110.7153168,92.23457875,107.9349315,97.62161565,90.47645847,94.38670055,105.9652001,95.60588382,87.31508241,93.35016923,105.9791114,94.14874751,83.33896926,92.33568371,104.805975,92.37399865,80.18746324
2,37.81077154,71.99115174,100.4031277,122.3076419,98.34830582,105.6859338,97.62311782,91.40303007,95.51666288,102.406122,95.0318582,87.2048704,91.52478255,102.4456403,95.06468147,85.61967441,88.96921136,102.4956939,93.07175186,82.49647295
2,37.98847393,74.60461766,103.553185,127.7849966,90.41371202,107.9154512,94.36642829,86.36506676,89.24292625,97.94645602,85.73289858,79.82771349,89.12546472,95.87158026,83.30085242,75.84320422,90.16556881,95.44510834,82.72848042,75.14571209
2,29.52980669,56.23489214,77.58655209,93.87491366,83.85748733,91.31448645,81.40467995,74.43303449,85.22829163,90.54702099,81.30418487,72.49433418,82.72853106,91.258195,81.23962698,70.75030539,80.61191609,90.08369648,80.2012348,70.41926697
