cat,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dist10,dist11,Pred:cat
5,56.80282216,80.87984339,98.1081476,124.3286641,117.201639,108.7734532,90.75227517,100.8846046,81.47237346,99.10636063,84.11128457,
5,60.65629348,80.12045596,95.63858912,91.58681371,83.22778936,74.34420614,63.20001675,58.80171877,45.61938702,49.95807663,36.76818518,
5,59.46565832,80.8857685,102.0810197,94.53189215,98.59466949,78.96773811,79.3260172,61.76194801,60.93783883,45.17922473,42.76835163,
5,75.8088803,103.2134276,119.6607929,127.8488527,111.9413577,109.0754639,88.56824682,97.30702312,76.92226492,93.26770221,76.08993521,
5,90.78771608,127.63778,157.0761103,193.1226825,200.444813,168.8350946,151.2225291,157.2597975,137.3096786,150.4473191,132.5283648,
5,66.96976279,81.17840324,88.12759207,99.14498462,90.61815923,78.34087045,65.72612592,64.33805511,51.00305808,58.74419788,47.39758418,
5,96.12059464,134.2713168,160.4914879,203.323358,212.0794551,202.0275204,201.3231838,186.66466,181.6608573,166.0826801,163.4826418,
5,103.9879428,140.4521036,162.5548426,225.0917282,227.8419608,202.1340718,183.9351218,182.37255,159.4250837,168.4704493,150.6839318,
5,73.33161315,105.8455177,128.7434304,154.6566905,151.7119786,149.8647164,141.9652739,134.7205657,123.9548708,125.9789972,117.9878399,
5,68.56015268,100.2989587,126.8397975,146.7373216,144.169966,142.8638915,134.2962958,132.5286188,124.9130254,122.7721319,118.5939406,
5,66.3459307,98.26719764,128.6193748,147.5150269,138.4756652,140.1693934,131.2383242,130.7054142,125.6922247,123.5788124,122.0051237,
5,73.34331059,104.3320165,122.6220078,149.5429928,144.8529742,149.6354465,138.8012463,131.6985046,119.0258315,120.7182267,110.9746997,
5,53.65136511,78.89728734,103.7850894,125.2790428,118.1163781,123.4097151,114.2527286,112.0243244,106.4073237,102.2147216,99.39564261,
5,68.31130554,88.39727469,84.31662253,117.1851185,104.476356,106.9021253,91.85758636,97.04245519,82.02092564,89.11872562,75.05622651,
5,78.75003764,112.3226192,138.1980945,158.1240165,157.0042093,158.1374261,150.1442299,144.1490478,134.2513924,128.1460802,121.2344657,
5,74.77147427,104.7998414,125.3397236,144.4372529,144.0230827,144.1955189,136.4625764,130.1372674,118.0891295,113.7333796,103.9076743,
5,78.39693735,108.0728063,130.778876,147.0566797,147.2734792,129.7229293,119.7080355,114.4399884,103.8845453,98.22656894,88.58723228,
5,75.79707937,104.8344842,126.688646,155.0918501,159.0209793,158.1179618,152.6726834,146.4106679,137.4139376,129.6123843,123.5304955,
6,77.34932507,114.1591482,143.1577106,186.7818761,213.3846021,201.1270449,230.3967254,188.0138557,215.5997973,160.568356,186.3823124,
6,75.65629616,108.3416716,135.6863661,174.7712931,198.6084389,186.7920771,212.4589934,170.328288,194.7135351,138.3125843,160.1324121,
6,79.8763911,112.3252005,133.2942239,174.2361625,197.0991406,183.9130236,208.8715167,169.4188944,192.3675908,143.7570654,164.6491248,
6,90.07194465,125.3518332,155.9944966,182.0760885,203.1355332,188.6338919,212.0339591,174.26733,198.0415865,148.604092,169.8206263,
6,77.02272677,112.8534892,138.9099924,191.7826219,216.8272645,205.7949521,233.3824068,191.9635501,217.9289191,161.3633376,185.6363595,
6,77.55148058,113.6054524,142.9400036,184.7999563,208.2362728,194.9185478,220.9042964,181.2070213,206.3335533,150.4036363,174.3581809,
6,57.04753862,81.30489685,99.68951759,135.3817498,151.2511903,142.9868463,160.1007259,133.6503197,151.0594802,114.6205417,132.4593774,
6,64.39837944,92.16914497,114.0284529,154.1749789,173.6996377,159.9630091,180.913971,145.2592095,164.604858,118.662191,135.979334,
6,60.14478316,89.01047923,115.4877356,149.2321437,168.3366783,161.1446362,182.8185881,152.0652352,173.8734899,123.2258898,143.0958905,
6,49.85026692,71.20899463,90.01739224,114.9089719,129.9339675,124.4966025,141.9125563,119.530382,136.9987461,102.8030528,119.4442347,
6,75.10774211,107.3467598,132.377479,159.8837626,178.740794,168.727814,189.6936279,157.0802571,178.0246708,133.9335394,153.7628764,
6,72.60080196,104.0533766,133.9819774,158.7511941,180.4742258,160.0340101,182.6215932,144.0609594,164.5561588,119.9299084,137.8408536,
6,80.38216319,115.1086868,142.323115,168.4261165,189.0823546,175.6739494,198.2425773,165.6297681,187.9713676,139.2168189,159.3187973,
6,57.45386366,82.72099732,105.7290005,127.6601447,144.5769058,130.4203701,148.5503735,119.2148762,135.9644602,100.8247385,115.7794872,
6,69.93810102,100.4903248,127.5054559,152.6950909,171.4477278,156.5760239,176.750525,145.7565518,164.9782214,125.0265162,141.5262917,
6,70.43701926,100.9370378,127.7993311,145.1305271,164.3377572,149.5798347,169.8157883,139.7066879,158.693705,119.7402009,136.5720657,
6,71.50800045,102.855145,129.7961454,163.8120293,184.3003704,169.4822115,191.4602271,158.216277,178.9670432,135.4288138,153.9178939,
6,61.20328299,87.34252438,107.9542926,126.3828229,142.5566576,131.7543064,149.8244613,123.9726756,141.4434587,105.0571285,120.6993601,
6,67.99474124,96.9517714,120.8057616,144.4313318,161.9212651,149.5430258,168.9437493,138.8005528,156.9588129,117.6924025,134.8810119,
6,73.91993185,106.9040073,131.3310787,160.0733283,180.78527,168.9239787,191.890901,158.1674669,180.2789381,131.4915485,150.8659494,
6,64.153486,93.38479758,116.6660402,143.2704341,161.9053802,150.1304111,169.825515,141.9601689,160.7417798,120.1824731,137.1857516,
6,71.8311318,103.6740957,127.8036327,153.0960758,171.8663256,159.2954925,179.1895267,149.7081738,168.5832043,127.6335615,144.2734202,
,60.60946029,88.18580213,114.3333737,56.4393667,49.10028557,39.60105694,38.35836141,29.84631647,29.5732596,30.42345126,28.38058522,2.32787
